-1.831055e+000 	 -7.075281e+001 
-3.051758e+000 	 -7.061548e+001 
-3.967285e+000 	 -7.053918e+001 
-1.525879e+000 	 -7.047815e+001 
    0 	 -7.046289e+001 
1.220703e+000 	 -7.055444e+001 
3.356934e+000 	 -7.078333e+001 
4.272461e+000 	 -7.085962e+001 
3.967285e+000 	 -7.093591e+001 
1.220703e+000 	 -7.099695e+001 
6.103516e-001 	 -7.084436e+001 
-2.746582e+000 	 -7.079858e+001 
-2.746582e+000 	 -7.075281e+001 
-5.187988e+000 	 -7.063074e+001 
-4.577637e+000 	 -7.066125e+001 
-3.967285e+000 	 -7.046289e+001 
-3.662109e+000 	 -7.049341e+001 
-9.155273e-001 	 -7.044763e+001 
-3.051758e+000 	 -7.061548e+001 
6.103516e-001 	 -7.053918e+001 
3.051758e-001 	 -7.060022e+001 
2.746582e+000 	 -7.052393e+001 
1.525879e+000 	 -7.072229e+001 
2.441406e+000 	 -7.082910e+001 
3.356934e+000 	 -7.082910e+001 
6.713867e+000 	 -7.075281e+001 
3.967285e+000 	 -7.081384e+001 
4.577637e+000 	 -7.082910e+001 
3.662109e+000 	 -7.081384e+001 
4.272461e+000 	 -7.079858e+001 
3.967285e+000 	 -7.081384e+001 
3.967285e+000 	 -7.082910e+001 
2.441406e+000 	 -7.079858e+001 
4.577637e+000 	 -7.063074e+001 
3.051758e-001 	 -7.060022e+001 
1.525879e+000 	 -7.055444e+001 
3.051758e-001 	 -7.055444e+001 
-2.136230e+000 	 -7.046289e+001 
-2.746582e+000 	 -7.060022e+001 
-2.746582e+000 	 -7.047815e+001 
-2.746582e+000 	 -7.053918e+001 
-4.272461e+000 	 -7.063074e+001 
-4.272461e+000 	 -7.066125e+001 
-4.577637e+000 	 -7.085962e+001 
-2.441406e+000 	 -7.098169e+001 
5.187988e+000 	 -7.092065e+001 
1.831055e+000 	 -7.119531e+001 
5.798340e+000 	 -7.090540e+001 
1.220703e+000 	 -7.087488e+001 
6.103516e-001 	 -7.060022e+001 
-3.662109e+000 	 -7.050867e+001 
-3.662109e+000 	 -7.072229e+001 
-5.493164e+000 	 -7.081384e+001 
-2.746582e+000 	 -7.102747e+001 
2.136230e+000 	 -7.102747e+001 
3.356934e+000 	 -7.105798e+001 
5.493164e+000 	 -7.098169e+001 
3.967285e+000 	 -7.093591e+001 
-1.220703e+000 	 -7.101221e+001 
-4.882813e+000 	 -7.089014e+001 
-4.882813e+000 	 -7.069177e+001 
1.525879e+000 	 -7.110376e+001 
-1.831055e+000 	 -7.084436e+001 
1.525879e+000 	 -7.067651e+001 
3.356934e+000 	 -7.107324e+001 
-5.493164e+000 	 -7.081384e+001 
2.441406e+000 	 -7.104272e+001 
-2.136230e+000 	 -7.098169e+001 
-2.441406e+000 	 -7.063074e+001 
5.493164e+000 	 -7.104272e+001 
-6.103516e-001 	 -7.116479e+001 
-3.356934e+000 	 -7.078333e+001 
-2.441406e+000 	 -7.082910e+001 
5.493164e+000 	 -7.107324e+001 
-3.051758e-001 	 -7.110376e+001 
-4.272461e+000 	 -7.092065e+001 
-3.051758e+000 	 -7.070703e+001 
2.136230e+000 	 -7.089014e+001 
4.882813e+000 	 -7.111902e+001 
3.051758e-001 	 -7.111902e+001 
-3.662109e+000 	 -7.099695e+001 
