5.114746 	-58.532715
1.147461 	-58.517456
2.978516 	-58.456421
3.588867 	-58.212280
5.419922 	-58.212280
-1.293945 	-58.166504
-4.650879 	-58.181763
0.231934 	-58.303833
2.062988 	-58.135986
-2.819824 	-58.242798
-3.735352 	-58.334351
0.537109 	-58.288574
3.588867 	-57.846069
3.588867 	-57.998657
-1.599121 	-58.425903
-6.481934 	-58.120728
-4.956055 	-58.090210
-4.650879 	-57.937622
-3.125000 	-57.785034
-3.125000 	-57.525635
-1.293945 	-57.754517
-0.073242 	-57.769775
-1.293945 	-57.754517
1.147461 	-57.662964
1.147461 	-57.678223
2.368164 	-57.907104
1.452637 	-57.769775
2.062988 	-57.800293
0.231934 	-57.891846
-1.293945 	-57.647705
-0.073242 	-57.708740
-1.599121 	-57.662964
-2.514648 	-57.540894
-5.261230 	-57.525635
-4.040527 	-57.617188
-4.345703 	-57.769775
-5.566406 	-57.693481
-3.735352 	-57.723999
-4.650879 	-57.693481
-1.599121 	-57.769775
0.842285 	-57.937622
2.978516 	-57.769775
5.725098 	-57.739258
3.894043 	-57.693481
3.588867 	-57.586670
1.147461 	-57.418823
-0.378418 	-57.418823
-3.430176 	-57.647705
-6.787109 	-57.540894
-4.650879 	-57.571411
-2.514648 	-57.617188
1.757812 	-57.647705
4.199219 	-57.571411
3.283691 	-57.449341
2.062988 	-57.479858
-3.430176 	-57.205200
-5.261230 	-57.312012
-5.261230 	-57.357788
0.231934 	-57.540894
3.588867 	-57.495117
3.588867 	-57.281494
0.537109 	-57.327271
-6.176758 	-57.006836
-5.871582 	-57.205200
-1.293945 	-57.449341
4.199219 	-57.418823
2.368164 	-57.174683
-3.430176 	-56.945801
-5.261230 	-57.357788
-0.683594 	-57.357788
5.725098 	-57.266235
-0.073242 	-56.961060
-5.261230 	-56.961060
-4.650879 	-57.144165
3.894043 	-57.159424
2.673340 	-57.357788
-6.176758 	-56.808472
-3.125000 	-57.006836
3.588867 	-57.205200
1.147461 	-56.930542
-5.566406 	-56.625366
-0.988770 	-57.098389
3.894043 	-57.403564
0.842285 	-56.655884
-0.073242 	-56.961060
-1.599121 	-57.128906
0.842285 	-57.006836
2.062988 	-56.762695
5.419922 	-56.625366
-0.683594 	-56.823730
-6.481934 	-56.655884
-0.988770 	-56.701660
4.199219 	-56.854248
-1.904297 	-56.854248
-4.956055 	-56.533813
-1.599121 	-56.457520
3.894043 	-56.823730
3.283691 	-56.793213
4.504395 	-56.716919
-0.073242 	-56.579590
-1.293945 	-56.335449
-4.345703 	-56.457520
-3.735352 	-56.533813
-3.430176 	-56.671143
-5.871582 	-56.747437
-3.735352 	-56.762695
-5.261230 	-56.716919
-3.430176 	-56.701660
-5.261230 	-56.701660
-4.956055 	-56.686401
-4.040527 	-56.732178
-7.702637 	-56.533813
-7.092285 	-56.533813
-8.007813 	-56.518555
-6.481934 	-56.472778
-5.261230 	-56.442261
-5.871582 	-56.259155
-3.735352 	-56.198120
-2.514648 	-56.076050
